[2026-08-25T22:32:25.995Z] GET http://localhost:3000/_next/static/chunks/src_1g-vkj3._.js → 200 (21ms, ?B)
[2026-08-25T22:32:25.995Z] GET http://localhost:3000/_next/static/chunks/node_modules_04pgpr-._.js → 200 (21ms, ?B)
[2026-08-25T22:33:53.723Z] GET http://localhost:3000/login?_rsc=64EBvAagmAisvzuu → pending (?ms, ?B)
[2026-08-25T22:33:53.931Z] GET http://localhost:3000/_next/static/chunks/src_0ubrp1i._.js → 200 (76ms, 16847B)
[2026-08-25T22:33:53.931Z] GET http://localhost:3000/_next/static/chunks/node_modules_0fbj0u9._.js → 200 (77ms, 46122B)
[2026-08-25T22:33:54.329Z] GET http://localhost:3000/_next/static/chunks/src_0ubrp1i._.js → 304 (5ms, ?B)
[2026-08-25T22:33:54.329Z] GET http://localhost:3000/_next/static/chunks/node_modules_0fbj0u9._.js → 304 (5ms, ?B)
[2026-08-25T22:34:11.535Z] GET http://localhost:3000/ → 200 (36ms, 15265B)
[2026-08-25T22:34:11.578Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (1ms, ?B)
[2026-08-25T22:34:11.578Z] GET http://localhost:3000/icon.svg → 304 (2ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1di75ot._.js → 200 (2ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 200 (23ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 200 (26ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 200 (19ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 200 (20ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0_90u2t._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e8vcs8._.js → 200 (20ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 200 (21ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 200 (20ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/turbopack-_08bm286._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/_219uq1s._.js → 200 (23ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/_05-whcf._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/src_0xr-_6v._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40hugeicons_1agalyw._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/src_1jofyj4._.js → 200 (27ms, ?B)
[2026-08-25T22:34:11.579Z] GET http://localhost:3000/_next/static/chunks/node_modules_1snirfb._.js → 200 (75ms, ?B)
[2026-08-25T22:34:11.596Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (1ms, ?B)
